   Содержание выпуска файл /etc/отображаются для пользователей до входа для локальных терминалов.    ;   Если проблема файл /etc/нет корректного собственности он может быть изменен  несанкционированного доступа с некорректными или вводящими в заблуждение информация.    
   Содержимое файла /etc/выпуск.чистый файл отображаются для пользователей до входа для дистанционного  соединения с настроенными службами.    ;   Если /etc/выпуск.объем файла не имеет собственности, он может быть изменен  несанкционированного доступа с некорректными или вводящими в заблуждение информация.    
   GDM-это менеджер GNOME Display, которая обрабатывает графический вход в систему для GNOME, основанный  систем.    ;   Предупреждающие сообщения информируют пользователей, которые пытаются войти в систему своих правовых  информация о системе и должен включать наименование организации, которая владеет  система и любой политик контроля, которые находятся в месте.    
   Периодически исправлений для программного обеспечения либо из-за недостатков безопасности или  включают дополнительный функционал.    ;   Новые патчи могут содержать улучшения безопасности, которые не будут доступны через  последнее полное обновление. В результате, рекомендуется последние обновления программного обеспечения используется для  воспользуйтесь новейшими функциональными возможностями. Как и с любой установки программного обеспечения, организации  должны определить, если данное обновление отвечает их требованиям и убедиться в совместимости  и поддержки какого-либо дополнительного программного обеспечения против пересмотра обновления, которые выбраны.    
   chargen-это сетевая служба, которая реагирует с 0 до 512 символов ASCII для каждого  связь, которую он получает. Данная услуга предназначена для отладки и тестирования. Это  рекомендуется, что этот сервис будет отключен.    ;   Отключение этой службы позволит снизить удаленных атак на систему.    
   днем это услуга сети, которая реагирует с текущей датой и временем. Это  услуга предназначена для отладки и тестирования. Рекомендуется, чтобы эта служба  быть отключен.    ;   Отключение этой службы позволит снизить удаленных атак на систему.    
   выбросьте это услуга сети, которая просто отбрасывает все данные, которые он получает. Эта услуга  предназначен для отладки и тестирования. Рекомендуется, что этот сервис будет  отключен.    ;   Отключение этой службы позволит снизить удаленных атак на систему.    
   Echo-это сетевая служба, которая отвечает на запросы клиентов с данных, переданных ему клиентом. Это  услуга предназначена для отладки и тестирования. Рекомендуется, чтобы эта служба  быть отключен.    ;   Отключение этой службы позволит снизить удаленных атак на систему.    
   время-это сетевая служба, которая реагирует с текущей датой и сервера времени, как 32-битный  целое число. Данная услуга предназначена для отладки и тестирования. Рекомендуется  что данная услуга будет отключена.    ;   Отключение этой службы позволит снизить удаленных атак на систему.    
   Беркли РШ-сервер пакет (РШ, также rlogin, rexec) содержит устаревших служб, что  обмен учетные данные открытым текстом.    ;   Эти устаревшие сервисы содержат многочисленные нарушения безопасности и были заменены  более безопасный пакет SSH.    
   Разговоры программное обеспечение делает возможным для пользователей для отправки и получения сообщений между системами  через терминальную сессию. Разговор клиента (позволяет инициировать сеансов поговорить) устанавливается  по умолчанию.    ;   Программное обеспечение представляет угрозу безопасности, поскольку он использует нешифрованные протоколы для общения.    
   В телнет-сервер пакет содержит демон telnet, который принимает подключения от  пользователи из других систем через протокол Telnet.    ;   Протокол Telnet является небезопасным и в незашифрованном виде. Использование незашифрованных передач  среднего может позволить пользователю с доступом нюхать сетевого трафика возможность воровать  учетные данные. Пакет SSH обеспечивает зашифрованный сеанс и более высокий уровень безопасности.    
